1000 0.0000004907
1500 0.0000007448
2000 0.0000009602
2500 0.0000011972
3000 0.0000010860
3500 0.0000008560
4000 0.0000009819
4500 0.0000010970
5000 0.0000012279
5500 0.0000013394
6000 0.0000014718
6500 0.0000019264
7000 0.0000017118
7500 0.0000018264
8000 0.0000019515
8500 0.0000021068
9000 0.0000022060
9500 0.0000023348
10000 0.0000024944
10500 0.0000025625
11000 0.0000026736
11500 0.0000028546
12000 0.0000029824
12500 0.0000031124
13000 0.0000032090
13500 0.0000032969
14000 0.0000037011
14500 0.0000035566
15000 0.0000036715
15500 0.0000038192
16000 0.0000039240
16500 0.0000040481
17000 0.0000042810
17500 0.0000043872
18000 0.0000044329
18500 0.0000046952
19000 0.0000046872
19500 0.0000048021
20000 0.0000049434
20500 0.0000050640
21000 0.0000052002
21500 0.0000053734
22000 0.0000054600
22500 0.0000055565
23000 0.0000057478
23500 0.0000058090
24000 0.0000059546
24500 0.0000062342
25000 0.0000061629
25500 0.0000062966
26000 0.0000064294
26500 0.0000065563
27000 0.0000066953
27500 0.0000069644
28000 0.0000069259
28500 0.0000070874
29000 0.0000071910
29500 0.0000073326
30000 0.0000074502
30500 0.0000076442
31000 0.0000077410
31500 0.0000078835
32000 0.0000080911
32500 0.0000081386
33000 0.0000082404
33500 0.0000083323
34000 0.0000087161
34500 0.0000085734
35000 0.0000088762
35500 0.0000091029
36000 0.0000090119
36500 0.0000091147
37000 0.0000093404
37500 0.0000093118
38000 0.0000094996
38500 0.0000095921
39000 0.0000097042
39500 0.0000098709
40000 0.0000099450
40500 0.0000101218
41000 0.0000101999
41500 0.0000103418
42000 0.0000104413
42500 0.0000105742
43000 0.0000107032
43500 0.0000108765
44000 0.0000110625
44500 0.0000111152
45000 0.0000111917
45500 0.0000113433
46000 0.0000115270
46500 0.0000115556
47000 0.0000117514
47500 0.0000118248
48000 0.0000120200
48500 0.0000119188
49000 0.0000119996
49500 0.0000121154
50000 0.0000122629
